127.0.0.1 - - [21/Apr/2023:00:05:10 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/index.jsp HTTP/1.1" 200 15529
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/css/style-starter.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/css/style-liberty.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/css/dropdown.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/js/jquery-3.3.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/js/theme-change.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/js/owl.carousel.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/js/jquery.waypoints.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/js/jquery.countup.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/images/on2.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/images/poster.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/images/online.jpeg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:10 +0530] "GET /e-society/assets/images/one.JPG HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:11 +0530] "GET /e-society/assets/fonts/fontawesome-webfont.woff2?v=4.7.0 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:11 +0530] "GET /e-society/assets/images/banner3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:11 +0530] "GET /e-society/assets/images/banner2.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:11 +0530] "GET /e-society/assets/images/banner1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:11 +0530] "GET /e-society/assets/images/banner4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:19 +0530] "GET /e-society/member-login.jsp HTTP/1.1" 200 10355
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:05:27 +0530] "POST /e-society/MemberController HTTP/1.1" 200 17087
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:42 +0530] "GET /e-society/member-logout.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:42 +0530] "GET /e-society/index.jsp HTTP/1.1" 200 15529
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin-login.jsp HTTP/1.1" 200 5749
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin/assets/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin/assets/js/jquery-1.11.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin/assets/js/custom.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin/assets/js/metisMenu.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin/assets/css/bootstrap.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [21/Apr/2023:00:07:45 +0530] "GET /e-society/admin/assets/css/SidebarNav.min.css HTTP/1.1" 304 -
